2025-12-25 23:19:35,205 INFO    MainThread:95621 [wandb_setup.py:_flush():80] Current SDK version is 0.23.1
2025-12-25 23:19:35,207 INFO    MainThread:95621 [wandb_setup.py:_flush():80] Configure stats pid to 95621
2025-12-25 23:19:35,207 INFO    MainThread:95621 [wandb_setup.py:_flush():80] Loading settings from /Users/arjunprakashrao/.config/wandb/settings
2025-12-25 23:19:35,207 INFO    MainThread:95621 [wandb_setup.py:_flush():80] Loading settings from /Users/arjunprakashrao/Drive/projects/math_gpt/wandb/settings
2025-12-25 23:19:35,207 INFO    MainThread:95621 [wandb_setup.py:_flush():80] Loading settings from environment variables
2025-12-25 23:19:35,207 INFO    MainThread:95621 [wandb_init.py:setup_run_log_directory():714] Logging user logs to /Users/arjunprakashrao/Drive/projects/math_gpt/wandb/run-20251225_231935-o0y28vei/logs/debug.log
2025-12-25 23:19:35,207 INFO    MainThread:95621 [wandb_init.py:setup_run_log_directory():715] Logging internal logs to /Users/arjunprakashrao/Drive/projects/math_gpt/wandb/run-20251225_231935-o0y28vei/logs/debug-internal.log
2025-12-25 23:19:35,207 INFO    MainThread:95621 [wandb_init.py:init():841] calling init triggers
2025-12-25 23:19:35,207 INFO    MainThread:95621 [wandb_init.py:init():846] wandb.init called with sweep_config: {}
config: {'batch_size': 64, 'block_size': 32, 'max_iters': 10000, 'eval_interval': 500, 'learning_rate': 0.0005, 'eval_iters': 200, 'n_embd': 128, 'n_head': 4, 'n_layer': 4, 'dropout': 0.1, 'architecture': 'GPT', 'task': 'arithmetic-solver', '_wandb': {}}
2025-12-25 23:19:35,207 INFO    MainThread:95621 [wandb_init.py:init():889] starting backend
2025-12-25 23:19:36,202 INFO    MainThread:95621 [wandb_init.py:init():892] sending inform_init request
2025-12-25 23:19:36,265 INFO    MainThread:95621 [wandb_init.py:init():900] backend started and connected
2025-12-25 23:19:36,347 INFO    MainThread:95621 [wandb_init.py:init():970] updated telemetry
2025-12-25 23:19:36,399 INFO    MainThread:95621 [wandb_init.py:init():994] communicating run to backend with 90.0 second timeout
2025-12-25 23:19:36,869 INFO    MainThread:95621 [wandb_init.py:init():1041] starting run threads in backend
2025-12-25 23:19:37,027 INFO    MainThread:95621 [wandb_run.py:_console_start():2521] atexit reg
2025-12-25 23:19:37,027 INFO    MainThread:95621 [wandb_run.py:_redirect():2369] redirect: wrap_raw
2025-12-25 23:19:37,027 INFO    MainThread:95621 [wandb_run.py:_redirect():2438] Wrapping output streams.
2025-12-25 23:19:37,027 INFO    MainThread:95621 [wandb_run.py:_redirect():2461] Redirects installed.
2025-12-25 23:19:37,030 INFO    MainThread:95621 [wandb_init.py:init():1081] run started, returning control to user process
